02.01.1988,12,19,22,25,32,45
09.01.1988,1,10,26,30,31,37
16.01.1988,6,17,36,37,42,44
23.01.1988,24,25,26,30,31,32
30.01.1988,7,27,37,40,44,49
06.02.1988,7,11,14,35,41,45
13.02.1988,2,6,19,21,36,45
20.02.1988,2,4,11,22,39,44
27.02.1988,10,22,27,31,44,45
05.03.1988,12,27,33,34,43,47
12.03.1988,9,11,18,30,36,46
19.03.1988,11,12,14,30,32,39
26.03.1988,10,11,28,38,43,47
02.04.1988,3,6,19,33,38,43
09.04.1988,12,15,22,35,42,49
16.04.1988,9,16,26,30,35,42
23.04.1988,10,12,33,40,43,44
30.04.1988,8,12,15,29,31,40
07.05.1988,2,5,19,20,40,47
14.05.1988,4,7,22,26,41,46
21.05.1988,3,15,19,20,40,41
28.05.1988,2,10,23,34,42,44
04.06.1988,18,19,20,22,35,40
11.06.1988,26,29,31,35,36,41
18.06.1988,1,10,37,43,44,47
25.06.1988,7,11,26,30,36,47
02.07.1988,4,11,19,29,38,39
09.07.1988,8,18,19,29,37,42
16.07.1988,3,23,28,30,41,45
23.07.1988,3,7,12,27,42,46
30.07.1988,4,7,25,39,40,49
06.08.1988,4,6,23,29,38,41
13.08.1988,2,9,14,16,37,44
20.08.1988,22,26,36,43,47,48
27.08.1988,9,17,21,22,28,32
03.09.1988,1,3,8,17,23,30
10.09.1988,5,14,15,20,28,45
17.09.1988,19,20,22,34,38,43
24.09.1988,3,21,23,25,27,47
01.10.1988,5,8,11,19,28,34
08.10.1988,3,8,9,13,15,39
15.10.1988,4,14,21,32,43,49
22.10.1988,4,9,24,29,30,41
29.10.1988,12,20,27,34,36,47
05.11.1988,10,15,17,21,34,38
12.11.1988,22,26,27,29,33,37
19.11.1988,5,24,29,32,37,44
26.11.1988,10,11,20,24,28,46
03.12.1988,9,11,31,42,45,47
10.12.1988,9,15,26,29,38,42
17.12.1988,34,35,39,47,48,49
24.12.1988,1,4,16,25,31,48
31.12.1988,8,12,24,33,41,49
