01.01.1966,6,20,24,30,39,47
08.01.1966,5,9,10,20,37,46
15.01.1966,8,19,28,36,39,40
22.01.1966,5,25,30,36,38,49
29.01.1966,5,8,29,32,39,47
05.02.1966,1,2,8,19,26,39
12.02.1966,19,33,34,41,42,46
19.02.1966,3,7,18,39,44,47
26.02.1966,9,24,29,30,34,45
05.03.1966,7,10,16,24,29,44
12.03.1966,28,29,30,34,44,46
19.03.1966,8,14,19,38,41,43
26.03.1966,5,22,27,30,40,44
02.04.1966,2,6,21,29,37,39
09.04.1966,15,25,26,28,39,41
16.04.1966,6,15,20,26,28,30
23.04.1966,19,26,36,40,41,42
30.04.1966,8,21,34,35,39,43
07.05.1966,1,4,8,19,31,39
14.05.1966,5,9,20,22,36,49
21.05.1966,5,17,30,35,45,49
28.05.1966,9,31,36,37,40,45
04.06.1966,4,8,23,31,45,48
11.06.1966,2,3,6,12,19,22
18.06.1966,4,5,20,27,33,45
25.06.1966,17,18,21,24,33,34
02.07.1966,19,28,33,36,38,46
09.07.1966,15,21,28,36,37,42
16.07.1966,11,22,39,41,43,49
23.07.1966,5,10,12,26,33,47
30.07.1966,4,10,12,32,37,41
06.08.1966,1,7,23,38,40,49
13.08.1966,3,23,24,27,34,40
20.08.1966,5,10,30,38,45,47
27.08.1966,5,12,18,25,40,48
03.09.1966,6,12,21,33,42,43
10.09.1966,16,21,27,28,34,49
17.09.1966,14,21,24,28,38,48
24.09.1966,1,14,16,26,35,44
01.10.1966,10,14,16,21,23,45
08.10.1966,13,28,31,33,34,35
15.10.1966,4,20,28,35,40,44
22.10.1966,1,6,13,17,42,44
29.10.1966,29,35,37,39,42,44
05.11.1966,11,18,25,42,43,46
12.11.1966,1,13,16,27,33,49
19.11.1966,8,18,22,27,29,45
26.11.1966,9,17,30,33,42,43
03.12.1966,5,10,11,12,17,41
10.12.1966,5,8,29,34,45,49
17.12.1966,18,21,38,39,40,41
25.12.1966,10,15,16,19,21,32
