07.01.1978,5,21,29,38,43,47
14.01.1978,10,18,25,26,34,36
21.01.1978,1,4,17,31,33,49
28.01.1978,8,9,18,29,38,46
04.02.1978,2,17,25,26,37,43
11.02.1978,2,8,14,23,40,41
18.02.1978,3,23,25,29,35,36
25.02.1978,1,3,4,39,41,43
04.03.1978,7,11,34,35,47,49
11.03.1978,1,4,9,16,41,44
18.03.1978,6,10,20,23,29,45
25.03.1978,6,9,13,16,31,45
01.04.1978,15,23,25,28,47,48
08.04.1978,3,5,9,16,34,41
15.04.1978,21,26,32,34,42,43
22.04.1978,3,16,26,35,42,46
29.04.1978,1,7,18,35,37,46
06.05.1978,2,7,8,19,22,30
13.05.1978,15,17,30,31,44,45
20.05.1978,26,32,33,35,39,43
27.05.1978,3,5,24,26,32,48
03.06.1978,7,22,33,34,36,45
10.06.1978,8,18,23,30,31,48
17.06.1978,10,16,26,29,32,43
24.06.1978,21,24,28,33,36,43
01.07.1978,14,16,32,38,40,44
08.07.1978,2,8,14,17,31,41
15.07.1978,4,5,6,10,11,28
22.07.1978,17,39,44,47,48,49
29.07.1978,11,20,23,27,29,49
05.08.1978,4,11,23,31,33,45
12.08.1978,2,15,16,20,33,34
19.08.1978,4,7,17,35,36,42
26.08.1978,3,21,26,31,40,46
02.09.1978,19,26,36,40,42,43
09.09.1978,2,8,14,20,23,38
16.09.1978,4,14,15,33,35,38
23.09.1978,3,4,5,8,32,49
30.09.1978,4,5,15,32,37,42
07.10.1978,6,20,26,38,46,49
14.10.1978,8,13,22,32,34,35
21.10.1978,2,7,11,15,29,30
28.10.1978,7,13,16,32,40,43
04.11.1978,13,18,31,45,46,49
11.11.1978,5,8,21,35,38,40
18.11.1978,3,18,23,24,40,43
25.11.1978,10,21,22,25,35,49
02.12.1978,1,3,22,31,37,39
09.12.1978,18,24,35,38,39,47
16.12.1978,13,18,19,28,32,46
23.12.1978,12,15,21,30,32,48
30.12.1978,6,11,27,35,38,46
