05.01.1958,6,10,15,21,36,44
12.01.1958,9,19,22,23,36,37
19.01.1958,3,12,14,30,32,34
26.01.1958,4,6,7,23,27,41
02.02.1958,4,34,38,39,46,48
09.02.1958,25,30,37,40,43,45
16.02.1958,8,15,21,36,37,45
23.02.1958,2,3,12,17,19,26
02.03.1958,9,11,21,24,27,48
09.03.1958,5,10,11,20,36,49
16.03.1958,2,6,8,17,18,35
23.03.1958,5,20,22,27,39,43
30.03.1958,22,28,30,34,38,46
07.04.1958,23,24,29,36,44,49
13.04.1958,10,13,16,28,29,47
20.04.1958,3,5,22,25,27,49
27.04.1958,1,9,21,25,30,38
04.05.1958,10,15,31,32,38,48
11.05.1958,2,7,25,32,36,38
18.05.1958,18,21,26,34,41,49
25.05.1958,3,6,8,29,37,38
01.06.1958,24,25,30,31,33,43
08.06.1958,8,9,32,34,46,48
15.06.1958,13,24,30,32,33,46
22.06.1958,17,24,26,30,32,37
29.06.1958,8,9,10,15,27,36
06.07.1958,6,28,31,33,39,46
13.07.1958,17,18,19,21,36,49
20.07.1958,3,4,29,30,44,49
27.07.1958,17,35,41,42,47,48
03.08.1958,10,14,18,24,46,48
10.08.1958,9,14,22,26,34,36
17.08.1958,1,10,17,20,29,39
24.08.1958,18,28,35,37,42,45
31.08.1958,14,19,21,31,32,45
07.09.1958,13,21,37,44,45,47
14.09.1958,1,5,9,33,35,40
21.09.1958,1,7,13,14,20,32
28.09.1958,9,22,27,35,39,46
05.10.1958,2,4,8,30,38,44
12.10.1958,6,16,19,20,25,33
19.10.1958,4,6,45,46,48,49
26.10.1958,6,21,30,33,34,36
02.11.1958,7,8,13,29,47,49
09.11.1958,8,11,12,18,44,46
16.11.1958,11,21,22,25,45,47
23.11.1958,4,18,19,22,25,49
30.11.1958,11,18,19,44,46,49
07.12.1958,1,4,13,17,27,28
14.12.1958,9,11,13,26,31,48
21.12.1958,6,9,15,17,40,45
28.12.1958,12,14,19,41,44,49
