03.01.1960,9,39,40,42,43,48
10.01.1960,22,27,28,33,36,41
17.01.1960,7,14,15,24,33,49
24.01.1960,22,37,42,43,45,48
31.01.1960,4,29,30,40,41,49
07.02.1960,8,13,20,33,41,48
14.02.1960,10,12,22,26,28,45
21.02.1960,1,12,14,25,26,45
28.02.1960,3,4,12,13,20,24
06.03.1960,2,6,25,34,44,48
13.03.1960,19,28,32,41,43,46
20.03.1960,26,33,43,45,47,48
27.03.1960,4,5,19,22,32,42
03.04.1960,9,10,22,25,30,47
10.04.1960,3,7,15,39,43,47
18.04.1960,3,17,36,39,44,48
24.04.1960,4,17,25,33,40,42
01.05.1960,12,14,22,35,39,45
08.05.1960,3,9,28,32,33,41
15.05.1960,7,14,22,36,41,46
22.05.1960,6,8,14,28,32,36
29.05.1960,2,26,28,29,32,39
06.06.1960,24,31,32,40,44,48
12.06.1960,10,15,24,27,31,34
19.06.1960,14,19,24,31,40,41
26.06.1960,8,10,13,27,39,49
03.07.1960,4,17,21,23,34,49
10.07.1960,15,16,21,23,35,43
17.07.1960,12,20,22,29,30,49
24.07.1960,4,13,22,23,29,44
31.07.1960,5,18,25,32,33,38
07.08.1960,13,27,34,35,43,48
14.08.1960,4,7,14,25,30,38
21.08.1960,6,10,11,12,19,43
28.08.1960,12,24,28,31,37,39
04.09.1960,11,22,27,45,46,48
11.09.1960,23,25,32,41,42,46
18.09.1960,3,19,22,25,29,45
25.09.1960,7,8,17,18,33,48
02.10.1960,3,4,12,16,19,31
09.10.1960,12,20,24,30,38,45
16.10.1960,5,14,22,25,29,38
23.10.1960,5,6,18,29,31,48
30.10.1960,8,24,35,41,47,49
06.11.1960,3,9,10,18,19,24
13.11.1960,4,15,20,30,41,47
20.11.1960,13,14,19,33,36,42
27.11.1960,1,14,20,27,46,47
04.12.1960,3,4,5,13,18,22
11.12.1960,12,23,24,26,32,34
18.12.1960,1,5,8,45,46,47
26.12.1960,8,20,36,40,42,47
