03.01.1998,12,15,16,20,29,45,7
10.01.1998,2,19,29,36,43,49,1
17.01.1998,15,30,31,32,41,48,5
24.01.1998,14,22,25,35,44,48,8
31.01.1998,5,6,17,23,27,47,6
07.02.1998,12,36,40,42,44,48,6
14.02.1998,10,11,17,32,36,49,3
21.02.1998,2,13,29,37,47,49,0
28.02.1998,24,33,36,44,45,49,7
07.03.1998,12,18,23,25,40,44,5
14.03.1998,1,12,22,31,39,45,2
21.03.1998,5,9,16,38,40,41,1
28.03.1998,2,8,10,11,22,35,0
04.04.1998,3,17,39,41,42,48,8
11.04.1998,8,23,31,33,35,39,0
18.04.1998,3,11,24,45,46,49,0
25.04.1998,8,33,38,44,47,49,4
02.05.1998,18,32,34,38,40,48,5
09.05.1998,1,3,14,21,22,47,1
16.05.1998,5,15,22,36,37,43,2
23.05.1998,11,13,22,27,33,48,9
30.05.1998,4,9,15,22,38,45,0
06.06.1998,5,15,21,32,34,35,9
13.06.1998,6,8,14,20,27,34,8
20.06.1998,19,27,29,31,38,44,4
27.06.1998,1,6,11,12,16,20,3
04.07.1998,14,16,23,25,30,36,6
11.07.1998,2,10,14,38,41,49,9
18.07.1998,2,19,30,31,37,42,7
25.07.1998,9,13,14,34,38,49,7
01.08.1998,3,20,21,38,39,43,8
08.08.1998,7,11,15,22,37,39,3
15.08.1998,6,19,20,30,46,48,5
22.08.1998,5,24,36,38,40,47,8
29.08.1998,3,7,11,26,42,43,5
05.09.1998,8,15,32,41,45,48,4
12.09.1998,9,28,29,38,46,49,0
19.09.1998,9,20,26,27,32,48,6
26.09.1998,1,5,7,12,13,36,4
03.10.1998,18,23,29,32,40,44,4
10.10.1998,4,27,29,31,39,41,4
17.10.1998,1,5,28,32,35,36,4
24.10.1998,1,7,19,26,31,38,2
31.10.1998,2,5,6,24,26,44,0
07.11.1998,1,4,19,23,31,32,2
14.11.1998,7,25,27,32,33,41,7
21.11.1998,2,11,21,31,36,41,9
28.11.1998,10,17,28,33,34,38,3
05.12.1998,9,22,31,35,43,48,5
12.12.1998,7,10,17,25,28,41,4
19.12.1998,7,14,19,29,32,33,4
26.12.1998,19,20,24,29,43,45,0
