05.01.1985,10,21,27,34,37,40
12.01.1985,1,11,14,37,38,39
19.01.1985,21,40,41,44,48,49
26.01.1985,1,20,29,34,38,39
02.02.1985,10,16,17,31,42,43
09.02.1985,6,7,15,20,27,34
16.02.1985,2,8,11,17,19,39
23.02.1985,5,14,23,29,32,33
02.03.1985,1,6,14,24,40,47
09.03.1985,1,5,13,30,41,46
16.03.1985,1,5,7,34,42,46
23.03.1985,5,12,22,23,33,37
30.03.1985,14,16,17,30,36,48
06.04.1985,14,17,42,45,46,47
13.04.1985,6,19,22,26,35,36
20.04.1985,13,19,22,28,34,40
27.04.1985,10,18,20,26,43,46
04.05.1985,3,6,13,18,38,39
11.05.1985,3,4,11,16,22,32
18.05.1985,1,27,29,38,44,45
25.05.1985,17,28,32,33,37,49
01.06.1985,14,22,24,30,41,45
08.06.1985,12,23,28,30,45,47
15.06.1985,6,7,16,24,46,48
22.06.1985,7,9,29,42,46,49
29.06.1985,4,5,8,15,36,39
06.07.1985,4,10,11,15,20,25
13.07.1985,2,3,10,31,32,42
20.07.1985,2,15,16,22,30,35
27.07.1985,4,20,26,33,39,40
03.08.1985,1,2,21,23,30,38
10.08.1985,13,20,22,29,39,46
17.08.1985,5,9,11,18,19,48
24.08.1985,2,24,26,30,38,42
31.08.1985,1,3,13,21,24,49
07.09.1985,3,7,18,26,38,43
14.09.1985,7,14,33,34,35,45
21.09.1985,9,12,19,24,37,38
28.09.1985,3,5,7,16,34,48
05.10.1985,30,31,37,38,45,48
12.10.1985,10,12,15,34,35,49
19.10.1985,13,15,19,25,38,43
26.10.1985,15,28,38,39,44,46
02.11.1985,2,5,9,24,34,42
09.11.1985,3,14,19,20,36,46
16.11.1985,1,10,11,15,38,48
23.11.1985,8,15,31,38,39,48
30.11.1985,3,15,22,30,36,48
07.12.1985,6,12,23,28,33,48
14.12.1985,8,17,19,20,23,29
21.12.1985,7,9,17,36,37,44
28.12.1985,1,14,30,35,37,49
