06.01.1990,12,30,44,45,46,48
13.01.1990,6,12,15,33,37,42
20.01.1990,1,8,17,18,40,42
27.01.1990,6,9,10,12,37,42
03.02.1990,20,29,35,42,46,48
10.02.1990,10,20,21,38,46,49
17.02.1990,1,7,15,25,32,49
24.02.1990,8,12,14,17,27,46
03.03.1990,4,11,17,42,43,45
10.03.1990,4,12,21,24,29,39
17.03.1990,4,7,34,36,46,48
24.03.1990,8,14,33,38,43,49
31.03.1990,3,6,7,9,10,32
07.04.1990,3,12,26,31,42,49
14.04.1990,4,9,23,24,28,34
21.04.1990,3,13,18,25,26,38
28.04.1990,5,17,19,20,43,47
05.05.1990,7,8,20,23,35,42
12.05.1990,3,4,19,21,29,41
19.05.1990,3,6,14,25,40,41
26.05.1990,1,12,18,22,46,49
02.06.1990,1,11,26,34,35,49
09.06.1990,3,9,28,32,36,37
16.06.1990,6,17,18,26,35,39
23.06.1990,1,19,25,36,40,44
30.06.1990,2,4,5,27,28,35
07.07.1990,4,10,20,42,43,48
14.07.1990,2,10,18,22,34,37
21.07.1990,20,24,27,34,43,47
28.07.1990,3,23,24,28,37,49
04.08.1990,10,12,14,25,29,30
11.08.1990,5,7,21,25,29,36
18.08.1990,1,4,17,35,37,48
25.08.1990,16,17,33,35,40,41
01.09.1990,9,11,20,24,34,39
08.09.1990,7,9,19,22,29,35
15.09.1990,2,21,24,26,32,42
22.09.1990,2,3,17,21,38,46
29.09.1990,16,22,31,37,46,47
06.10.1990,1,7,27,31,32,41
13.10.1990,9,11,13,22,40,46
20.10.1990,15,24,25,34,43,46
27.10.1990,5,11,19,23,25,26
03.11.1990,3,25,27,33,42,49
10.11.1990,3,12,18,24,37,42
17.11.1990,14,15,17,25,34,49
24.11.1990,15,24,30,32,43,46
01.12.1990,2,6,18,33,36,47
08.12.1990,6,13,18,34,42,49
15.12.1990,7,8,26,37,40,43
22.12.1990,3,19,24,25,37,40
29.12.1990,5,13,18,29,32,35
